Survey Date,trigger_transaction_description,payment_type,trigger_system_name,client_region,price_plan_name,Customer Verbatiam,F_NPS_Score,TNPS,F_EFF_Score,F_FTF_Question,Voice / EServices,Call Type,Cust Age Bucket
01-08-2023 00:00,Modify,TopUp,Siebel_01,Limpopo,RED Flexi 440,I don't understand this question,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,25 - 34
01-08-2023 00:00,Modify,Postpaid,Siebel_01,Kwazulu Natal,"RED 1,2GB 100min",Sure ,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,35 - 44
01-08-2023 00:00,LTE Coverage: Service Request Created,TopUp,Siebel_01,Western,RED Flexi 200,The guy that assisted me was really very helpful and friendly.,10,Promoter,10,Too early to tell,Voice,LTE Coverage: Service Request Created / Network,35 - 44
01-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Central,"RED 1,2GB 100min TopUp",Good service,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,25 - 34
01-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED 600MB 50min - TopUp,Excellent personal and service,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,35 - 44
01-08-2023 00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 600MB 50min - TopUp,Kabelo was willing to help...Excellent service,10,Promoter,10,"Yes, straight away",Voice,Credit Note / Billing Enquiry,35 - 44
02-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 600MB 50min - TopUp,Happy with the customer service,8,Passive,9,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,35 - 44
02-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Mpumalanga,RED 600MB 50min - TopUp,Yes,10,Promoter,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,35 - 44
03-08-2023 00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Western,"RED 1,2GB 100min TopUp",Very happy with your service,10,Promoter,10,"Yes, straight away",Voice,Bonus Bundle / Product,65+
02-08-2023 00:00,Modify,Postpaid,Siebel_01,Mpumalanga,"RED 2,4GB 400min",I am happy with the service,10,Promoter,8,"Yes, straight away",Voice,Modify / Orders,55 - 64
05-08-2023 00:00,Modify,TopUp,Siebel_01,Limpopo,RED Flexi 200,Excellent service,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,55 - 64
01-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 100min TopUp",The agent that was helping me was clear and polite throughout,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,25 - 34
02-08-2023 00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Mpumalanga,RED Flexi 75,I was setisfied with the answers given to me thanx,10,Promoter,10,"Yes, straight away",Voice,Airtime Advance / Product,44 - 54
01-08-2023 00:00,Itemised Billing: Provided,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,I was told the team leader would call me back and that I would be sent an itemized billing via email. None of the above have materialized.,0,Detractors,0,No,Voice,Itemised Billing: Provided / Account,35 - 44
01-08-2023 00:00,#!TransNameJourney!#,Postpaid,TobiAssist_CC_C3D,Southern Gauteng,RED 6GB 600min,"Tax certificate, Vodacom needs to have a better way to get a tax certificate for the tax year. The guy who helped me had to send invoices from each month for a full tax year.",10,Promoter,9,"Yes, straight away",Voice,#!TransNameJourney!# / #!transTypeJourney!#,35 - 44
05-08-2023 00:00,Modify,TopUp,Siebel_01,Eastern,RED 600MB 50min - TopUp,Very helpful and profesional,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,25 - 34
06-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED 12GB 200min TopUp,"Generally frustrated because the way that one has to go through to sort "" issues "" out. But the person who took my call, was very helpful. 

Thank you. 

Hopefully these questioners, help,",10,Promoter,8,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,44 - 54
01-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 100min TopUp",My problem was solved,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,25 - 34
01-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 75,The service was satisfactory. Detour was getting to the chat itself.,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify VAS / Billing Enquiry,25 - 34
03-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED 600MB 50min - TopUp,The agent was very helpful and tried his best to assist in all aspects but the problem was bigger than what he could handle turned out it was a entire outage in kzn but I appreciate his service and would rate him a 10/10 for service for going the extra mi,10,Promoter,7,"Yes, straight away",Voice,Modify / Orders,25 - 34
03-08-2023 00:00,SIM Swap,TopUp,Siebel_01,Central,RED Flexi 260,Sorted out without a hitch,9,Promoter,9,"Yes, straight away",Voice,SIM Swap / Orders,35 - 44
02-08-2023 00:00,Modify,Postpaid,Siebel_01,Northern Gauteng,RED VIP 20GB Unlimited,Agent was excellent!,10,Promoter,8,"Yes, straight away",Voice,Modify / Orders,44 - 54
02-08-2023 00:00,Wasp Service - Opt Out,Postpaid,TobiAssist_CC_C3D,Central,RED VIP 20GB Unlimited,Okay,8,Passive,6,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,55 - 64
04-08-2023 00:00,Credit Note,Postpaid,TobiAssist_CC_C3D,Southern Gauteng,RED VIP 20GB Unlimited,Done,10,Promoter,5,"Yes, straight away",Voice,Credit Note / Billing Enquiry,35 - 44
02-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Western,"RED 1,2GB 200min TopUp",I received excellent customer service and the agent was professional and friendly,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,55 - 64
04-08-2023 00:00,Modify,TopUp,Siebel_01,Central,"RED 2,4GB 200min TopUp",The consultant that I spoke to was very helpful and very very friendly,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,55 - 64
02-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Western,RED Flexi 440,Got a great service from the agent,10,Promoter,7,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,25 - 34
05-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED Flexi 200,Just being honest and sincere,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44
01-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Central,Data - Top Up,The reason for my ratings are good,10,Promoter,9,"Yes, but I had to contact Vodacom more than once",Voice,Modify VAS / Billing Enquiry,25 - 34
05-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED 600MB 50min - TopUp,The agent was kind and very good with her job. She made things easier for me.,10,Promoter,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,25 - 34
02-08-2023 00:00,Modify,TopUp,Siebel_01,Central,RED 600MB 50min - TopUp,Consultant kept me on hold for more than 20 minutes and dropped the call without notice,8,Passive,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,25 - 34
01-08-2023 00:00,Wasp Service - Opt Out,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 260,I was treated like queen,10,Promoter,10,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,55 - 64
03-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Mpumalanga,Data - Top Up,The consultant was friendly,5,Detractors,8,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,25 - 34
03-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED Flexi 245 Monthly,He was the best assistant ever,9,Promoter,10,"Yes, straight away",Voice,Modify / Orders,25 - 34
12-08-2023 00:00,Modify,TopUp,Siebel_01,Eastern,"RED 1,2GB 100min TopUp",Very efficient and very professional,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,65+
03-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 200min TopUp",Sure ,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,65+
02-08-2023 00:00,SIM Swap Starter Pack,Prepaid,TobiAssist_CC_MII,Southern Gauteng,Prepaid150c,Great service,10,Promoter,10,"Yes, straight away",Voice,SIM Swap Starter Pack / SIM Swap,NA
01-08-2023 00:00,Modify,TopUp,Siebel_01,Eastern,"RED 1,2GB 400min TopUp",The Customer service from the guy was great,10,Promoter,0,"Yes, straight away",Voice,Modify / Orders,25 - 34
05-08-2023 00:00,Wasp Service - Opt Out,Postpaid,TobiAssist_CC_C3D,Northern Gauteng,RED VIP 40GB Unlimited,Good service,10,Promoter,10,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,44 - 54
08-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 200min TopUp",Satisfied,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,25 - 34
14-08-2023 00:00,Modify,TopUp,Siebel_01,Limpopo,Data - Top Up,Had a good consultant on the line,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,25 - 34
17-08-2023 00:00,Migration Order: Order created,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 100min TopUp",Because they solved my request,9,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Migration Order: Order created / Account,35 - 44
14-08-2023 00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Mpumalanga,RED Flexi 75,The consultants are difficult to understand or to accept Vodacom's mistakes. They always protect the company not the customer,9,Promoter,8,"Yes, but I had to contact Vodacom more than once",Voice,Airtime Advance / Product,44 - 54
16-08-2023 00:00,Wasp Service - Opt Out,TopUp,TobiAssist_CC_MII,Northern Gauteng,Red Flexi Zero,the consultant was very helpful and she helped me right away,8,Passive,10,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,NA
16-08-2023 00:00,Balance: Enquiry,TopUp,Siebel_01,Eastern,Data - Top Up,Your agents were so professional and helpful,10,Promoter,10,"Yes, straight away",Voice,Balance: Enquiry / Account,35 - 44
16-08-2023 00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED Flexi 200,Good service,10,Promoter,10,"Yes, straight away",Voice,Airtime Advance / Product,25 - 34
14-08-2023 00:00,Balance: Airtime Allocation Enquiry,TopUp,Siebel_01,Mpumalanga,"RED 2,4GB 400min TopUp",It wasn't easy to convince consultants I couldn't do anything on my side to prevent the problem and could only see it when the damage is done,9,Promoter,5,"Yes, but I had to contact Vodacom more than once",Voice,Balance: Airtime Allocation Enquiry / Account,44 - 54
14-08-2023 00:00,Modify,Postpaid,Siebel_01,Mpumalanga,RED 6GB 200min,Struggled to manage through electronic services. Had to call a  agent after many attempts.,9,Promoter,9,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,44 - 54
17-08-2023 00:00,Cannot Receive Calls: Assisted,Postpaid,Siebel_01,Northern Gauteng,SMART M+,They assist imm,10,Promoter,10,"Yes, straight away",Voice,Cannot Receive Calls: Assisted / Network,65+
10-08-2023 00:00,Balance: Enquiry,TopUp,Siebel_01,Mpumalanga,"RED 1,2GB 100min TopUp",Vodacom the are take care of use,10,Promoter,10,Too early to tell,Voice,Balance: Enquiry / Account,25 - 34
08-08-2023 00:00,Balance: Enquiry,TopUp,Siebel_01,Northern Gauteng,"RED 2,4GB 200min TopUp",The lady was very friendly and resolved my question quick. Im very satisfied with her service,10,Promoter,10,"Yes, straight away",Voice,Balance: Enquiry / Account,55 - 64
10-08-2023 00:00,Bank Details: Updated,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 100min TopUp",Excellent service,10,Promoter,10,"Yes, straight away",Voice,Bank Details: Updated / Account,35 - 44
11-08-2023 00:00,Modify,Postpaid,Siebel_01,Northern Gauteng,"RED 3,6GB 400min",satisfied,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,25 - 34
07-08-2023 00:00,Handset: Assisted,TopUp,Siebel_01,Southern Gauteng,RED Flexi 75,i rated coz of the good service,8,Passive,8,Too early to tell,Voice,Handset: Assisted / Device,55 - 64
07-08-2023 00:00,Balance: Enquiry,TopUp,Siebel_01,Northern Gauteng,Top Up Data,The agent was helpful,8,Passive,7,"Yes, straight away",Voice,Balance: Enquiry / Account,35 - 44
08-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,"RED 1,2GB 200min TopUp","I have 5 Vodacom Contracts, pay more than the Account, am in advance with Payments yet may not purchase an additional Contract for R57.00 a month?

I need to provide 3 months of Bank Statements and have been Customer since pre the year 2000?

Vodacom even",5,Detractors,0,No,Voice,Modify / Orders,65+
08-08-2023 00:00,Balance: Enquiry,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,My problem was handed over for investigation as to why I cannot send emails but can receive them. I'm still waiting for a call back or answer. Thanks in advance!!,10,Promoter,5,No,Voice,Balance: Enquiry / Account,65+
10-08-2023 00:00,Wasp Service - Opt Out,TopUp,TobiAssist_CC_C3D,Limpopo,RED Flexi 75,10,10,Promoter,1,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,55 - 64
08-08-2023 00:00,Balance: Enquiry,TopUp,Siebel_01,Limpopo,"RED 1,2GB 200min TopUp",Service was good and quick. Thank you.,9,Promoter,9,"Yes, straight away",Voice,Balance: Enquiry / Account,55 - 64
14-08-2023 00:00,Modify VAS,Postpaid,TobiAssist_CC_C3D,Limpopo,RED 600MB 50min,Very good and easy,10,Promoter,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,44 - 54
18-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,"RED 1,2GB 100min TopUp",The lady who was helping me was very polite and easy to understand also respectful,10,Promoter,10,Too early to tell,Voice,Modify / Orders,55 - 64
16-08-2023 00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED Flexi 260,The matter was resolved quickly,10,Promoter,10,"Yes, straight away",Voice,Bonus Bundle / Product,44 - 54
10-08-2023 00:00,Detailed Data Usage,TopUp,TobiAssist_CC_C3D,Western,RED Flexi 200,Sure,9,Promoter,9,Too early to tell,Voice,Detailed Data Usage / Billing Enquiry,65+
21-08-2023 00:00,Detailed Data Usage,Prepaid,TobiAssist_CC_C3D,Central,Prepaid150c,My query is still pending resolution so I can't  say anything at the moment since I have no Data. I'm yet to see what Vodacom does about this...,5,Detractors,8,Too early to tell,Voice,Detailed Data Usage / Billing Enquiry,NA
21-08-2023 00:00,Invoice and Statement,TopUp,TobiAssist_CC_C3D,Southern Gauteng,Data - Top Up,Carmenita was extremely helpful and professional,10,Promoter,10,"Yes, straight away",Voice,Invoice and Statement / Billing Enquiry,55 - 64
18-08-2023 00:00,Modify,Postpaid,Siebel_01,Kwazulu Natal,"RED 1,2GB 100min",The consultant was excellent....sorted out the problem efficiently,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,44 - 54
15-08-2023 00:00,Modify,TopUp,Siebel_01,Central,"RED 2,4GB 200min TopUp",I really appreciate,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,44 - 54
15-08-2023 00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Limpopo,RED 600MB 50min - TopUp,He was patient and understanding,10,Promoter,10,"Yes, straight away",Voice,Credit Note / Billing Enquiry,25 - 34
08-08-2023 00:00,Promise to Pay,Postpaid,TobiAssist_CC_C3D,Limpopo,Data - Contract,It seems as though your prices have increased astronomicaly.  When my contact is finished I will definitely reconsider.  But service was good,8,Passive,10,Too early to tell,E-Service,Promise to Pay / Billing Enquiry,65+
11-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,1,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,35 - 44
17-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Central,RED 6GB 600min TopUp,"Your service is poor, I'm gonna change to the other network, you have rude employees",0,Detractors,0,No,Voice,Modify VAS / Billing Enquiry,25 - 34
14-08-2023 00:00,Modify,TopUp,Siebel_01,Mpumalanga,RED 600MB 50min - TopUp,Can't give 10,8,Passive,9,"Yes, straight away",Voice,Modify / Orders,35 - 44
17-08-2023 00:00,Balance: Enquiry,TopUp,Siebel_01,Limpopo,RED Flexi 75,I had to wait some minutes while verifying something,8,Passive,8,"Yes, straight away",Voice,Balance: Enquiry / Account,65+
12-08-2023 00:00,Modify,TopUp,Siebel_01,Limpopo,Home Internet TopUp,im satisfied,10,Promoter,9,"Yes, straight away",Voice,Modify / Orders,25 - 34
17-08-2023 00:00,Bank Details: Updated,TopUp,Siebel_01,Western,"RED 1,2GB 100min TopUp",The second person i spoke to just hanged up the phone,1,Detractors,7,"Yes, straight away",Voice,Bank Details: Updated / Account,18 - 24
18-08-2023 00:00,Migration Order: Enquiry,TopUp,Siebel_01,Southern Gauteng,RED 6GB 200min TopUp,I am happy with your response,10,Promoter,10,"Yes, straight away",Voice,Migration Order: Enquiry / Account,25 - 34
18-08-2023 00:00,Invoice and Statement,TopUp,TobiAssist_CC_C3D,Eastern,"RED 1,2GB 100min TopUp",I received good clear efficient service,10,Promoter,10,"Yes, straight away",Voice,Invoice and Statement / Billing Enquiry,55 - 64
18-08-2023 00:00,Bill Date Details: Enquiry,TopUp,Siebel_01,Southern Gauteng,RED 600MB 50min - TopUp,Because,5,Detractors,6,"Yes, but I had to contact Vodacom more than once",Voice,Bill Date Details: Enquiry / Account,35 - 44
16-08-2023 00:00,Migration Order: Processed,TopUp,Siebel_01,Southern Gauteng,RED Flexi 440,The agent who helped me was amazing,10,Promoter,10,"Yes, straight away",Voice,Migration Order: Processed / Account,NA
11-08-2023 00:00,Modify,TopUp,Siebel_01,Central,RED 600MB 50min - TopUp,It was easy and understandable.,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,65+
16-08-2023 00:00,Modify,TopUp,Siebel_01,Mpumalanga,Data - Top Up,Good service,5,Detractors,7,Too early to tell,Voice,Modify / Orders,25 - 34
17-08-2023 00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 75,Is about my contract,10,Promoter,10,"Yes, straight away",Voice,Bonus Bundle / Product,25 - 34
21-08-2023 00:00,Missing Airtime,Prepaid,TobiAssist_CC_C3D,Southern Gauteng,Prepaid150c,"I spoke to an agent by the name of Felicia at 20:15 last night who was absolutely rude, kept speaking over me and refused to assist me
When I finally asked to speak to someone else she blatantly refused and said I should drop and try again and before I kn",0,Detractors,0,No,Voice,Missing Airtime / Billing Enquiry,NA
21-08-2023 00:00,Wasp Service - Opt Out,TopUp,TobiAssist_CC_C3D,Southern Gauteng,"RED 1,2GB 100min TopUp",The service was very grateful ,10,Promoter,10,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,55 - 64
10-08-2023 00:00,#!TransNameJourney!#,Postpaid,TobiAssist_CC_C3D,Eastern,RED 12GB 800min,Very good,10,Promoter,10,"Yes, straight away",Voice,#!TransNameJourney!# / #!transTypeJourney!#,44 - 54
10-08-2023 00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,RED 600MB 50min - TopUp,Still waiting to see if it happens that I called for,9,Promoter,9,Too early to tell,Voice,Airtime Advance / Product,35 - 44
08-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Northern Gauteng,"RED 1,2GB 200min TopUp",For it was someone who went out of their way to help me so that I didn't have to call again. Thanku,8,Passive,9,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,44 - 54
10-08-2023 00:00,SIM Swap,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 100min TopUp",Amazing service,9,Promoter,9,"Yes, straight away",Voice,SIM Swap / Orders,25 - 34
10-08-2023 00:00,PIN and PUK,TopUp,TobiAssist_CC_C3D,Western,RED 600MB 50min - TopUp,Im happy with the service,10,Promoter,1,"Yes, straight away",Voice,PIN and PUK / Product,25 - 34
14-08-2023 00:00,SIM Swap,TopUp,Siebel_01,,RED Flexi 140,Operator that assisted was very friendly and super professional,10,Promoter,10,"Yes, straight away",Voice,SIM Swap / Orders,35 - 44
16-08-2023 00:00,Migration Order: Processed,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 100min TopUp",The consultant that assisted me today was extremely helpful. I can't did an excellent job.,8,Passive,9,"Yes, but I had to contact Vodacom more than once",Voice,Migration Order: Processed / Account,44 - 54
14-08-2023 00:00,Unlock Account in Arrears,TopUp,TobiAssist_CC_C3D,Central,"RED 3,6GB 200min TopUp","I had to contact more than twice, but on Monday i had a good consuktant who help me",8,Passive,8,"Yes, but I had to contact Vodacom more than once",Voice,Unlock Account in Arrears / Billing Enquiry,35 - 44
11-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 6GB 200min TopUp,Your Network is good no matter is bad  load shedding and if I call someone airtime isn't moving fast,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,65+
10-08-2023 00:00,Modify,Postpaid,Siebel_01,Northern Gauteng,RED VIP 20GB Unlimited,Great service.,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,44 - 54
11-08-2023 00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Southern Gauteng,Data - Top Up,Okay,0,Detractors,0,Too early to tell,Voice,Credit Note / Billing Enquiry,25 - 34
17-08-2023 00:00,Displays the perfect Balance Bundle details returned by EFS,Prepaid,ICAP_Prepaid_CallCentre,Eastern,Power 4U,Was asked by vodacom to rate the service,8,Passive,10,"Yes, straight away",Voice,Displays the perfect Balance Bundle details returned by EFS / Billing Enquiry,NA
14-08-2023 00:00,SIM Swap,TopUp,Siebel_01,Central,RED Flexi 260,Patience for person who assisted,10,Promoter,10,"Yes, straight away",Voice,SIM Swap / Orders,55 - 64
17-08-2023 00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Western,RED Flexi 260,Done,10,Promoter,9,"Yes, straight away",Voice,Bonus Bundle / Product,35 - 44
16-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED Flexi 75,Rating for how I had an experience with vodacom,8,Passive,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,25 - 34
15-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,"RED 2,4GB 100min Top Up",I am rating because I received good service from your customer call centre.,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,25 - 34
12-08-2023 00:00,Modify,TopUp,Siebel_01,Western,"RED 2,4GB 100min Top Up","Excellent customer service agent, quick but also patient. Thank you.",10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,65+
11-08-2023 00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Western,RED Flexi 260,The consultant was extremely patient and did a excellent job he listened to the problem In a very  friendly & helpful way.,9,Promoter,10,"Yes, straight away",Voice,Bonus Bundle / Product,44 - 54
10-08-2023 00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,RED VIP 20GB Unlimited,I'm on RED VIP they claim that I access the ussd services and for you it of bundle but I'm on 20gb every month and now they say that from 2021 I used auto data of 200mb every month of which they never charged me now they want to come and charge me a once ,0,Detractors,0,No,Voice,Modify / Orders,55 - 64
11-08-2023 00:00,Modify,Postpaid,Siebel_01,Kwazulu Natal,"RED 1,2GB 100min",Very pleasant consultant,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,55 - 64
08-08-2023 00:00,Modify,TopUp,Siebel_01,Limpopo,"RED 1,2GB 100min TopUp",U have assist me with all the problems I was having.,9,Promoter,9,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,44 - 54
10-08-2023 00:00,Modify,TopUp,Siebel_01,Eastern,"RED 1,2GB 100min TopUp","The consultant was calm and patient, he made sure to resolve my problems.",10,Promoter,10,Too early to tell,Voice,Modify / Orders,25 - 34
08-08-2023 00:00,Detailed Data Usage,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 440,The query was escalated to backoffice,8,Passive,8,No,Voice,Detailed Data Usage / Billing Enquiry,44 - 54
08-08-2023 00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Western,RED Flexi 260,Efficient and helpful Ruben,8,Passive,10,"Yes, but I had to contact Vodacom more than once",Voice,Bonus Bundle / Product,55 - 64
10-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,"RED 1,2GB 100min TopUp",The person who helped me knows how to treat a customer very well,10,Promoter,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,35 - 44
10-08-2023 00:00,Wasp Service - Opt Out,Postpaid,TobiAssist_CC_C3D,Northern Gauteng,"RED 1,2GB 100min",Will see if they deduct some amount again,10,Promoter,10,Too early to tell,Voice,Wasp Service - Opt Out / Billing Enquiry,44 - 54
10-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED 600MB 50min - TopUp,I got a solution to my problem,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,25 - 34
08-08-2023 00:00,Missing Airtime,TopUp,TobiAssist_CC_C3D,Mpumalanga,Top Up Data,Too early to tell I'm still resolving,10,Promoter,7,Too early to tell,Voice,Missing Airtime / Billing Enquiry,25 - 34
10-08-2023 00:00,Missing Airtime,TopUp,TobiAssist_CC_C3D,Limpopo,"RED 1,2GB 100min TopUp",The consultant was very good and willing to assist even though the issue I was been assisted with is still a problem,10,Promoter,10,Too early to tell,Voice,Missing Airtime / Billing Enquiry,25 - 34
11-08-2023 00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 75,"I had to phone numerous times
Eventually after  spending 20
Minutes  was helped by a gentleman called Abdullah 
Who was excellent in helping
Me",10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Bonus Bundle / Product,65+
11-08-2023 00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Mpumalanga,RED 600MB 50min - TopUp,I was happy with the service.,10,Promoter,10,"Yes, straight away",Voice,Airtime Advance / Product,35 - 44
11-08-2023 00:00,Modify,Postpaid,Siebel_01,Northern Gauteng,RED 600MB 50min,not easy to get help.,6,Detractors,0,Too early to tell,Voice,Modify / Orders,65+
11-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED Flexi 260,Excellent service. Thank,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,35 - 44
10-08-2023 00:00,Modify,Postpaid,Siebel_01,Western,"RED 2,4GB 400min",My request was handled efficiently by a competent person,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,65+
07-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Eastern,Data - Top Up,Good service,10,Promoter,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,25 - 34
15-08-2023 00:00,Modify,TopUp,Siebel_01,Limpopo,RED Flexi 200,The person who was talking to me he was so friendly and professional yooo big up for him Vodacom must hire people like him,10,Promoter,10,Too early to tell,Voice,Modify / Orders,44 - 54
11-08-2023 00:00,Modify,Postpaid,Siebel_01,Northern Gauteng,"RED 3,6GB 600min",What i experianced,9,Promoter,8,"Yes, straight away",Voice,Modify / Orders,35 - 44
14-08-2023 00:00,Details: Enquiry,TopUp,Siebel_01,Limpopo,RED Flexi 260,"The lady who assisted me was very patient, i called in several times without success until she took my query, she followed up even on weekends.Her efficiency reminded me why i stayed with vodacom for all these years. she is a star",10,Promoter,8,"Yes, but I had to contact Vodacom more than once",Voice,Details: Enquiry / Account,35 - 44
18-08-2023 00:00,Details: Enquiry,TopUp,Siebel_01,Kwazulu Natal,SMART TOP UP XS+,My issue not yet resolved however the lady promised to resolve it,10,Promoter,10,Too early to tell,Voice,Details: Enquiry / Account,35 - 44
