Survey Date,trigger_transaction_description,payment_type,trigger_system_name,client_region,price_plan_name,tnps_generic_verbatim_answer,F_NPS_Score,F_EFF_Score,F_FTF_Question,Voice / EServices,Call Type,Cust Age Bucket,sentiment
2023-08-11 00:00:00,Unlock Account in Arrears,TopUp,TobiAssist_CC_C3D,Southern Gauteng,"RED 1,2GB 100min TopUp",,8,,"Yes, straight away",Voice,Unlock Account in Arrears / Billing Enquiry,35 - 44,NaN
2023-08-18 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Limpopo,RED 600MB 50min - TopUp,,10,,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,44 - 54,NaN
2023-08-18 00:00:00,Modify,Postpaid,Siebel_01,,RED 600MB 50min,,10,7,"Yes, straight away",Voice,Modify / Orders,35 - 44,NaN
2023-08-16 00:00:00,Modify,TopUp,Siebel_01,Mpumalanga,Data - Top Up,Good service,5,7,Too early to tell,Voice,Modify / Orders,25 - 34,0.7
2023-08-17 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 75,Is about my contract,10,10,"Yes, straight away",Voice,Bonus Bundle / Product,25 - 34,0
2023-08-22 00:00:00,Detailed Data Usage,TopUp,TobiAssist_CC_C3D,Mpumalanga,RED Flexi 200,,8,,"Yes, straight away",Voice,Detailed Data Usage / Billing Enquiry,35 - 44,NaN
2023-08-21 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,RED Flexi 75,Good listener,9,9,"Yes, straight away",Voice,Modify / Orders,35 - 44,0.7
2023-08-21 00:00:00,Missing Airtime,Prepaid,TobiAssist_CC_C3D,Southern Gauteng,Prepaid150c,"I spoke to an agent by the name of Felicia at 20:15 last night who was absolutely rude, kept speaking over me and refused to assist me
When I finally asked to speak to someone else she blatantly refused and said I should drop and try again and before I kn",0,0,No,Voice,Missing Airtime / Billing Enquiry,,-0.2
2023-08-21 00:00:00,Wasp Service - Opt Out,TopUp,TobiAssist_CC_C3D,Southern Gauteng,"RED 1,2GB 100min TopUp",The service was very grateful ,10,10,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,55 - 64,0.2
2023-08-12 00:00:00,Modify,TopUp,Siebel_01,Western,"RED 2,4GB 100min Top Up","Excellent customer service agent, quick but also patient. Thank you.",10,10,"Yes, straight away",Voice,Modify / Orders,65+,0.666666667
2023-08-10 00:00:00,#!TransNameJourney!#,Postpaid,TobiAssist_CC_C3D,Eastern,RED 12GB 800min,Very good,10,10,"Yes, straight away",Voice,#!TransNameJourney!# / #!transTypeJourney!#,44 - 54,0.91
2023-08-10 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,RED 600MB 50min - TopUp,Still waiting to see if it happens that I called for,9,9,Too early to tell,Voice,Airtime Advance / Product,35 - 44,0
2023-08-12 00:00:00,Modify,TopUp,Siebel_01,Eastern,Home Internet TopUp,,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,NaN
2023-08-08 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Northern Gauteng,"RED 1,2GB 200min TopUp",For it was someone who went out of their way to help me so that I didn't have to call again. Thanku,8,9,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,44 - 54,0
2023-08-10 00:00:00,SIM Swap,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 100min TopUp",Amazing service,9,9,"Yes, straight away",Voice,SIM Swap / Orders,25 - 34,0.6
2023-08-10 00:00:00,Charges: Enquiry,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,,9,,,Voice,Charges: Enquiry / Account,44 - 54,NaN
2023-08-10 00:00:00,PIN and PUK,TopUp,TobiAssist_CC_C3D,Western,RED 600MB 50min - TopUp,Im happy with the service,10,1,"Yes, straight away",Voice,PIN and PUK / Product,25 - 34,0.8
2023-08-11 00:00:00,Modify,Prepaid,Siebel_01,Northern Gauteng,Prepaid150c,,10,10,"Yes, straight away",Voice,Modify / Orders,,NaN
2023-08-11 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Western,RED Flexi 260,The consultant was extremely patient and did a excellent job he listened to the problem In a very  friendly & helpful way.,9,10,"Yes, straight away",Voice,Bonus Bundle / Product,44 - 54,0.454166667
2023-08-11 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 6GB 200min TopUp,Your Network is good no matter is bad  load shedding and if I call someone airtime isn't moving fast,10,10,"Yes, straight away",Voice,Modify / Orders,65+,0.066666667
2023-08-10 00:00:00,Modify,Postpaid,Siebel_01,Northern Gauteng,RED VIP 20GB Unlimited,Great service.,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,0.8
2023-08-11 00:00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Southern Gauteng,Data - Top Up,Okay,0,0,Too early to tell,Voice,Credit Note / Billing Enquiry,25 - 34,0.5
2023-08-16 00:00:00,Migration Order: Processed,TopUp,Siebel_01,Kwazulu Natal,"RED 1,2GB 100min TopUp",,10,10,"Yes, but I had to contact Vodacom more than once",Voice,Migration Order: Processed / Account,35 - 44,NaN
2023-08-14 00:00:00,SIM Swap,TopUp,Siebel_01,,RED Flexi 140,Operator that assisted was very friendly and super professional,10,10,"Yes, straight away",Voice,SIM Swap / Orders,35 - 44,0.306944444
2023-08-16 00:00:00,Migration Order: Processed,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 100min TopUp",The consultant that assisted me today was extremely helpful. I can't did an excellent job.,8,9,"Yes, but I had to contact Vodacom more than once",Voice,Migration Order: Processed / Account,44 - 54,0.4375
2023-08-10 00:00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,RED VIP 20GB Unlimited,I'm on RED VIP they claim that I access the ussd services and for you it of bundle but I'm on 20gb every month and now they say that from 2021 I used auto data of 200mb every month of which they never charged me now they want to come and charge me a once ,0,0,No,Voice,Modify / Orders,55 - 64,0
2023-08-11 00:00:00,Modify,Postpaid,Siebel_01,Kwazulu Natal,"RED 1,2GB 100min",Very pleasant consultant,10,10,"Yes, straight away",Voice,Modify / Orders,55 - 64,0.953333333
2023-08-08 00:00:00,SIM Swap,Prepaid,Siebel_01,Southern Gauteng,Prepaid150c,,10,5,"Yes, but I had to contact Vodacom more than once",Voice,SIM Swap / Orders,,NaN
2023-08-08 00:00:00,Modify,TopUp,Siebel_01,Limpopo,"RED 1,2GB 100min TopUp",U have assist me with all the problems I was having.,9,9,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,44 - 54,0
2023-08-10 00:00:00,Modify,TopUp,Siebel_01,Eastern,"RED 1,2GB 100min TopUp","The consultant was calm and patient, he made sure to resolve my problems.",10,10,Too early to tell,Voice,Modify / Orders,25 - 34,0.4
2023-08-08 00:00:00,Detailed Data Usage,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 440,The query was escalated to backoffice,8,8,No,Voice,Detailed Data Usage / Billing Enquiry,44 - 54,0
2023-08-08 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Western,RED Flexi 260,Efficient and helpful Ruben,8,10,"Yes, but I had to contact Vodacom more than once",Voice,Bonus Bundle / Product,55 - 64,0
2023-08-10 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,"RED 1,2GB 100min TopUp",The person who helped me knows how to treat a customer very well,10,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,35 - 44,0.2
2023-08-10 00:00:00,Wasp Service - Opt Out,Postpaid,TobiAssist_CC_C3D,Northern Gauteng,"RED 1,2GB 100min",Will see if they deduct some amount again,10,10,Too early to tell,Voice,Wasp Service - Opt Out / Billing Enquiry,44 - 54,0
2023-08-10 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED 600MB 50min - TopUp,I got a solution to my problem,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,25 - 34,0
2023-08-08 00:00:00,Missing Airtime,TopUp,TobiAssist_CC_C3D,Mpumalanga,Top Up Data,Too early to tell I'm still resolving,10,7,Too early to tell,Voice,Missing Airtime / Billing Enquiry,25 - 34,0.1
2023-08-10 00:00:00,Missing Airtime,TopUp,TobiAssist_CC_C3D,Limpopo,"RED 1,2GB 100min TopUp",The consultant was very good and willing to assist even though the issue I was been assisted with is still a problem,10,10,Too early to tell,Voice,Missing Airtime / Billing Enquiry,25 - 34,0.58
2023-08-11 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 75,"I had to phone numerous times
Eventually after  spending 20
Minutes  was helped by a gentleman called Abdullah 
Who was excellent in helping
Me",10,10,"Yes, but I had to contact Vodacom more than once",Voice,Bonus Bundle / Product,65+,0.5
2023-08-11 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Mpumalanga,RED 600MB 50min - TopUp,I was happy with the service.,10,10,"Yes, straight away",Voice,Airtime Advance / Product,35 - 44,0.8
2023-08-11 00:00:00,Modify,Postpaid,Siebel_01,Northern Gauteng,RED 600MB 50min,not easy to get help.,6,0,Too early to tell,Voice,Modify / Orders,65+,-0.216666667
2023-08-11 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED Flexi 260,Excellent service. Thank,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,1
2023-08-10 00:00:00,Modify,Postpaid,Siebel_01,Western,"RED 2,4GB 400min",My request was handled efficiently by a competent person,10,10,"Yes, straight away",Voice,Modify / Orders,65+,0.5
2023-08-07 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Eastern,Data - Top Up,Good service,10,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,25 - 34,0.7
2023-08-12 00:00:00,SIM Swap Starter Pack,Prepaid,TobiAssist_CC_MII,Limpopo,Prepaid150c,,10,5,"Yes, but I had to contact Vodacom more than once",Voice,SIM Swap Starter Pack / SIM Swap,,NaN
2023-08-11 00:00:00,Modify,Postpaid,Siebel_01,Northern Gauteng,"RED 3,6GB 600min",What i experianced,9,8,"Yes, straight away",Voice,Modify / Orders,35 - 44,0
2023-08-10 00:00:00,Modify,TopUp,Siebel_01,Western,Home Internet TopUp,,0,,No,Voice,Modify / Orders,35 - 44,NaN
2023-08-14 00:00:00,Unlock Account in Arrears,TopUp,TobiAssist_CC_C3D,Central,"RED 3,6GB 200min TopUp","I had to contact more than twice, but on Monday i had a good consuktant who help me",8,8,"Yes, but I had to contact Vodacom more than once",Voice,Unlock Account in Arrears / Billing Enquiry,35 - 44,0.6
2023-08-17 00:00:00,Displays the perfect Balance Bundle details returned by EFS,Prepaid,ICAP_Prepaid_CallCentre,Eastern,Power 4U,Was asked by vodacom to rate the service,8,10,"Yes, straight away",Voice,Displays the perfect Balance Bundle details returned by EFS / Billing Enquiry,,0
2023-08-14 00:00:00,SIM Swap,TopUp,Siebel_01,Central,RED Flexi 260,Patience for person who assisted,10,10,"Yes, straight away",Voice,SIM Swap / Orders,55 - 64,0
2023-08-17 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Western,RED Flexi 260,Done,10,9,"Yes, straight away",Voice,Bonus Bundle / Product,35 - 44,0
2023-08-15 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Eastern,RED 600MB 50min - TopUp,,10,10,Too early to tell,E-Service,Promise to Pay / Billing Enquiry,25 - 34,NaN
2023-08-16 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED Flexi 75,Rating for how I had an experience with vodacom,8,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,25 - 34,0
2023-08-15 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,"RED 2,4GB 100min Top Up",I am rating because I received good service from your customer call centre.,10,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,0.7
2023-08-15 00:00:00,Modify,TopUp,Siebel_01,Limpopo,RED Flexi 200,The person who was talking to me he was so friendly and professional yooo big up for him Vodacom must hire people like him,10,10,Too early to tell,Voice,Modify / Orders,44 - 54,0.158333333
2023-08-14 00:00:00,Details: Enquiry,TopUp,Siebel_01,Limpopo,RED Flexi 260,"The lady who assisted me was very patient, i called in several times without success until she took my query, she followed up even on weekends.Her efficiency reminded me why i stayed with vodacom for all these years. she is a star",10,8,"Yes, but I had to contact Vodacom more than once",Voice,Details: Enquiry / Account,35 - 44,0.166666667
2023-08-15 00:00:00,Networks,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,Data - Top Up,,10,10,No,Voice,Networks / Product,25 - 34,NaN
2023-08-18 00:00:00,Details: Enquiry,TopUp,Siebel_01,Kwazulu Natal,SMART TOP UP XS+,My issue not yet resolved however the lady promised to resolve it,10,10,Too early to tell,Voice,Details: Enquiry / Account,35 - 44,0
2023-08-14 00:00:00,Details: Enquiry,TopUp,Siebel_01,Central,Data - Top Up,,10,8,"Yes, straight away",Voice,Details: Enquiry / Account,25 - 34,NaN
2023-08-17 00:00:00,Details: Enquiry,Prepaid,Siebel_01,Northern Gauteng,Vodacom 4Less Within Cell Broadcast:V4L,The person I was helping me he was so greatful able to listen to me and end up resolve my problem I thank him,10,10,"Yes, straight away",Voice,Details: Enquiry / Account,,0.5
2023-08-15 00:00:00,Details: Enquiry,TopUp,Siebel_01,Northern Gauteng,"RED 1,2GB 100min TopUp",The agents great work,10,8,Too early to tell,Voice,Details: Enquiry / Account,25 - 34,0.8
2023-08-14 00:00:00,Details: Enquiry,TopUp,Siebel_01,Southern Gauteng,RED 600MB 50min - TopUp,They gave me what i want n very fast,10,10,"Yes, straight away",Voice,Details: Enquiry / Account,65+,0.26
2023-08-14 00:00:00,Details: Enquiry,TopUp,Siebel_01,Northern Gauteng,"RED 2,4GB 400min TopUp",Excellent service from the guy with lots of patience,10,10,"Yes, straight away",Voice,Details: Enquiry / Account,55 - 64,1
2023-08-15 00:00:00,Details: Enquiry,Postpaid,Siebel_01,Southern Gauteng,"RED 1,2GB 100min","The consultant was extremely helpful, thank you",10,10,"Yes, straight away",Voice,Details: Enquiry / Account,44 - 54,-0.125
2023-08-17 00:00:00,Details: Enquiry,TopUp,Siebel_01,Eastern,SMART TOP UP M+,Agent answered all my concerns,10,10,"Yes, straight away",Voice,Details: Enquiry / Account,65+,0
2023-08-22 00:00:00,Details: Enquiry,TopUp,Siebel_01,Eastern,RED Flexi 140,,0,0,"Yes, but I had to contact Vodacom more than once",Voice,Details: Enquiry / Account,65+,NaN
2023-08-17 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED 600MB 50min - TopUp,Very professional person handled my query. I want to thank him very much.,10,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,55 - 64,0.195
2023-08-18 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED Flexi 200,I'm satisfied with your service  thx,8,8,"Yes, straight away",Voice,Modify / Orders,55 - 64,0.5
2023-08-17 00:00:00,Upgrade Order: Enquiry,TopUp,Siebel_01,Southern Gauteng,RED 600MB 50min - TopUp,Quick response and friendly service.,10,10,"Yes, straight away",Voice,Upgrade Order: Enquiry / Account,44 - 54,0.354166667
2023-08-21 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,"RED 3,6GB 600min TopUp",,10,,Too early to tell,Voice,Modify / Orders,55 - 64,NaN
2023-08-22 00:00:00,Modify,TopUp,Siebel_01,,Data - Top Up,The consultant was very friendly,9,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,0.4875
2023-08-21 00:00:00,Modify,TopUp,Siebel_01,,RED Flexi 75,Successful call,9,9,"Yes, straight away",Voice,Modify / Orders,55 - 64,0.75
2023-08-22 00:00:00,Bill Profile: Enquiry,TopUp,Siebel_01,Limpopo,Data - Top Up,,10,,"Yes, straight away",Voice,Bill Profile: Enquiry / Account,25 - 34,NaN
2023-08-22 00:00:00,Blacklisting: Enquiry,Postpaid,Siebel_01,Northern Gauteng,RED 600MB 50min,,10,10,"Yes, straight away",Voice,Blacklisting: Enquiry / Device,44 - 54,NaN
2023-08-16 00:00:00,Handset: Enquiry,TopUp,Siebel_01,Eastern,"RED 1,2GB 100min TopUp",,10,,,Voice,Handset: Enquiry / Device,44 - 54,NaN
2023-08-17 00:00:00,Bank Details: Updated,TopUp,Siebel_01,Western,"RED 3,6GB 200min TopUp",Very friendly staff and quick service,9,10,"Yes, straight away",Voice,Bank Details: Updated / Account,25 - 34,0.410416667
2023-08-15 00:00:00,Handset: Enquiry,TopUp,Siebel_01,Western,RED 600MB 50min - TopUp,Communication is good but bad service waiting on collection for almost a month still not collected ram courier hopeless,10,5,"Yes, but I had to contact Vodacom more than once",Voice,Handset: Enquiry / Device,55 - 64,5.55112E-17
2023-08-16 00:00:00,Authentication: Failed,TopUp,Siebel_01,Kwazulu Natal,RED Flexi 260,My problem was not resolved  since June 2023,0,0,No,Voice,Authentication: Failed / General,35 - 44,0
2023-08-15 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED 600MB 50min - TopUp,The highlight of my call was the Agents High level of professionalism and kindness . Really made me feel good about doing business with Vodacom,10,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,0.353333333
2023-08-18 00:00:00,Bill Date Details: Enquiry,TopUp,Siebel_01,Eastern,"RED 1,2GB 100min TopUp",,10,10,"Yes, straight away",Voice,Bill Date Details: Enquiry / Account,25 - 34,NaN
2023-08-18 00:00:00,Bill Profile: Enquiry,TopUp,Siebel_01,Western,RED Flexi 140,"It took me a while to get access to a consultant due to high call volumes. But once I spoke to her, I received service that was  professional and courteous .",10,10,Too early to tell,Voice,Bill Profile: Enquiry / Account,65+,0.18375
2023-08-18 00:00:00,Detailed Data Usage,TopUp,TobiAssist_CC_C3D,Mpumalanga,RED Flexi 75,,10,10,"Yes, straight away",Voice,Detailed Data Usage / Billing Enquiry,44 - 54,NaN
2023-08-16 00:00:00,Details: Enquiry,TopUp,Siebel_01,Kwazulu Natal,"RED 1,2GB 100min TopUp","The agent made sure to listen  to my request, was patient and polite and she resolved my request",10,10,"Yes, straight away",Voice,Details: Enquiry / Account,44 - 54,0.5
2023-08-16 00:00:00,Upgrade Order: Date Enquiry,Prepaid,Siebel_01,Limpopo,Prepaid150c,I need an upgrade coz I don't hv a phn now,10,0,"Yes, but I had to contact Vodacom more than once",Voice,Upgrade Order: Date Enquiry / Account,,0
2023-08-17 00:00:00,Modify,TopUp,Siebel_01,Central,RED 600MB 50min - TopUp,"It's because after answering my questions, he asked is there anything else I want to be helped with from vodacom",10,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,0
2023-08-21 00:00:00,Modify,TopUp,Siebel_01,Mpumalanga,"RED 2,4GB 100min Top Up",Received great service ,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,0.8
2023-08-21 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Mpumalanga,"RED 1,2GB 100min TopUp",Both ladies they were so helpful and down to earth oh they really made my day,10,10,"Yes, straight away",Voice,Bonus Bundle / Product,25 - 34,0.022222222
2023-08-21 00:00:00,Networks,TopUp,TobiAssist_CC_C3D,Eastern,RED Flexi 200,There is always room for improvement in any environment. Overall I'm happy with the service that was provided by a very friendly and helpful young lady. In a nutshell I'm now waiting for the network to be improved. Looking forward to get connected again.,9,8,Too early to tell,Voice,Networks / Product,55 - 64,0.346875
2023-08-21 00:00:00,Authentication: Failed,TopUp,Siebel_01,Northern Gauteng,"RED 2,4GB 400min TopUp",,10,,,Voice,Authentication: Failed / General,44 - 54,NaN
2023-08-21 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Mpumalanga,RED 6GB 800min - TopUp,"I speak of the agent that assisted me, Veronic as she was very helpful, understanding, came back to me and gave me proper feedback. With people like her on your team you can accomplish a lot. Thx Veronic was nice to have you helping me ",10,10,"Yes, straight away",Voice,Balance: Enquiry / Account,55 - 64,0.2
2023-08-16 00:00:00,Authentication: Enquiry,TopUp,Siebel_01,Central,RED 600MB 50min - TopUp,Yes,10,10,"Yes, but I had to contact Vodacom more than once",Voice,Authentication: Enquiry / General,55 - 64,0
2023-08-16 00:00:00,Upgrade Order: Enquiry,TopUp,Siebel_01,Southern Gauteng,RED 600MB 50min - TopUp,,10,,,Voice,Upgrade Order: Enquiry / Account,35 - 44,NaN
2023-08-16 00:00:00,Contact Address Details: Updated,TopUp,Siebel_01,Northern Gauteng,RED 12GB 200min TopUp,Good service,10,10,"Yes, straight away",Voice,Contact Address Details: Updated / Account,35 - 44,0.7
2023-08-15 00:00:00,Detailed Data Usage,TopUp,TobiAssist_CC_C3D,Mpumalanga,Data - Top Up,,10,6,"Yes, straight away",Voice,Detailed Data Usage / Billing Enquiry,25 - 34,NaN
2023-08-22 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,Data - Top Up,"Excellent, professional, friendly service. The lady has a lot of knowledge and solved my problem immediately",10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,55 - 64,0.491666667
2023-08-21 00:00:00,Wasp Service - Opt Out,TopUp,TobiAssist_CC_C3D,Eastern,RED Flexi 140,I was help very profesional,10,10,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,55 - 64,0.2
2023-08-16 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,Good,8,8,"Yes, straight away",Voice,Modify / Orders,55 - 64,0.7
2023-08-16 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 100min TopUp",Good service,8,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,0.7
2023-08-21 00:00:00,Wasp Service - Opt Out,Postpaid,TobiAssist_CC_C3D,Southern Gauteng,"RED 3,6GB 200min",The operator was very friendly and helpful.,9,9,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,44 - 54,0.4875
2023-08-21 00:00:00,Modify,Postpaid,Siebel_01,Limpopo,"RED 1,2GB 100min",The lady was very friendly and willing to listen,10,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,0.36875
2023-08-15 00:00:00,Modify,Prepaid,Siebel_01,Mpumalanga,Vodacom 4Less Within Cell Broadcast:V4L,I got help immediately and I was contacted for confirmation so I'm really helped,10,10,"Yes, straight away",Voice,Modify / Orders,,0.2
2023-08-19 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,"RED 2,4GB 200min TopUp",,10,10,Too early to tell,Voice,Modify VAS / Billing Enquiry,25 - 34,NaN
2023-08-16 00:00:00,SIM Swap Starter Pack,Prepaid,TobiAssist_CC_MII,Northern Gauteng,Power Pack Plan,,8,8,"Yes, straight away",Voice,SIM Swap Starter Pack / SIM Swap,,NaN
2023-08-15 00:00:00,Wasp Service - Opt Out,TopUp,TobiAssist_CC_MII,Southern Gauteng,Red Flexi Zero,Hi,10,10,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,,0
2023-08-14 00:00:00,Modify,Postpaid,Siebel_01,Western,"RED 3,6GB 600min",Fine,9,6,"Yes, straight away",Voice,Modify / Orders,65+,0.416666667
2023-08-16 00:00:00,Wasp Service - Opt Out,Postpaid,TobiAssist_CC_C3D,Northern Gauteng,RED VIP 20GB Unlimited,Good foward thinking and up to the point assistance.,10,10,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,65+,0.7
2023-08-16 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Northern Gauteng,Data - Top Up,Okay,10,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,35 - 44,0.5
2023-08-19 00:00:00,Networks,TopUp,TobiAssist_CC_C3D,Eastern,"RED 1,2GB 100min TopUp",10,10,10,"Yes, straight away",Voice,Networks / Product,55 - 64,0
2023-08-15 00:00:00,Modify VAS,Prepaid,TobiAssist_CC_C3D,Mpumalanga,NXT LVL,I really appreciate the help I got from the consultant. He is kind,10,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,,0.4
2023-08-16 00:00:00,Modify,TopUp,Siebel_01,Limpopo,uChoose Flexi 55,,10,,,Voice,Modify / Orders,35 - 44,NaN
2023-08-14 00:00:00,Wasp Service - Opt Out,Postpaid,TobiAssist_CC_C3D,Mpumalanga,"RED 1,2GB 100min",It was very professional,8,8,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,25 - 34,0.13
2023-08-16 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,Data - Top Up,I received a good service and the consultant was very patient with me,9,9,Too early to tell,Voice,Modify / Orders,18 - 24,0.45
2023-08-14 00:00:00,Modify,Postpaid,Siebel_01,Kwazulu Natal,SMART XS+,Not user friendly,0,1,Too early to tell,Voice,Modify / Orders,44 - 54,0.375
2023-08-14 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Limpopo,RED Flexi 260,Satisfied.,10,10,"Yes, straight away",Voice,Bonus Bundle / Product,65+,0.5
2023-08-18 00:00:00,Networks,Postpaid,TobiAssist_CC_C3D,Southern Gauteng,"RED 3,6GB 600min",Cannot tell if the problem is resolved will see later on.,7,7,Too early to tell,Voice,Networks / Product,65+,0
2023-08-15 00:00:00,Modify,Postpaid,Siebel_01,Northern Gauteng,RED 6GB 800min,Very efficient,10,10,"Yes, straight away",Voice,Modify / Orders,55 - 64,0.2
2023-08-18 00:00:00,Modify,TopUp,Siebel_01,Western,"RED 1,2GB 200min TopUp",Excellent service from consultant-Abdula,10,10,"Yes, straight away",Voice,Modify / Orders,55 - 64,1
2023-08-14 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 75,The constant was great,9,9,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,25 - 34,0.4
2023-08-15 00:00:00,Modify,TopUp,Siebel_01,Mpumalanga,RED 600MB 50min - TopUp,,1,7,"Yes, straight away",Voice,Modify / Orders,18 - 24,NaN
2023-08-18 00:00:00,Modify,TopUp,Siebel_01,Mpumalanga,RED Flexi 75,Very good service from Mikaela,10,10,"Yes, straight away",Voice,Modify / Orders,55 - 64,0.91
2023-08-18 00:00:00,Bank Details: Updated,Prepaid,Siebel_01,Kwazulu Natal,Prepaid150c,,10,10,Too early to tell,Voice,Bank Details: Updated / Account,,NaN
2023-08-15 00:00:00,Modify,TopUp,Siebel_01,Western,RED Flexi 75,Your consultant was very nice and helpful,10,10,Too early to tell,Voice,Modify / Orders,35 - 44,0.78
2023-08-17 00:00:00,Upgrade Order: Enquiry,TopUp,Siebel_01,Central,RED Flexi 140,I was helped without a hassle in a very short time,10,10,"Yes, straight away",Voice,Upgrade Order: Enquiry / Account,55 - 64,0
2023-08-14 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 600MB 50min - TopUp,,0,0,No,Voice,Modify VAS / Billing Enquiry,25 - 34,NaN
2023-08-17 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,"RED 2,4GB 200min TopUp",Sure ,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,0.5
2023-08-15 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Southern Gauteng,Data - Top Up,The agent was professional and was able to help me with my query swiftly with plain and simple language,10,10,"Yes, but I had to contact Vodacom more than once",Voice,Bonus Bundle / Product,25 - 34,0.096428571
2023-08-17 00:00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,"RED 1,2GB 100min",Consultant were excellent,10,10,"Yes, straight away",Voice,Modify / Orders,55 - 64,1
2023-08-21 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Northern Gauteng,Top Up Data,,10,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,35 - 44,NaN
2023-08-21 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 75,Not helped,0,0,No,Voice,Airtime Advance / Product,35 - 44,0
